S. No.,University Name,College Name,College Type,State Name,District Name,,,,,
3378,"Bharathiar University, Coimbatore (Id: U-0447)",Sri GVG Visalakshi College for Women,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3379,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Jeyandra Saraswathy Maha Vidyalaya College of Arts & Science ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3380,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Krishna Arts and Science College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3381,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Nehru Maha Vidyalaya College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3382,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Ramakrishna College of Arts and Science for Women ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3383,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Ramalinga Sowdambigai College of Science and Commerce ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3384,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Subash Arts and Science College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3385,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Vasavi College ,Affiliated College,Tamil Nadu,Erode,,,,,
3386,"Bharathiar University, Coimbatore (Id: U-0447)",SRMV College of Arts and Science ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3387,"Bharathiar University, Coimbatore (Id: U-0447)",St. Joseph's College for Women ,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3388,"Bharathiar University, Coimbatore (Id: U-0447)",St. Pauls College of Arts and Science for Women ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3389,"Bharathiar University, Coimbatore (Id: U-0447)",TERF's Academy College of Arts and Science ,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3390,"Bharathiar University, Coimbatore (Id: U-0447)",Texcity Arts and Science College ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3391,"Bharathiar University, Coimbatore (Id: U-0447)","Thavathiru Santhalinga Adigalar Arts, Science and Tamil College",Affiliated College,Tamil Nadu,Coimbatore,,,,,
3392,"Bharathiar University, Coimbatore (Id: U-0447)",Tirupur Kumaran College for Women,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3393,"Bharathiar University, Coimbatore (Id: U-0447)",Vellakoil Arts and Science College ,Affiliated College,Tamil Nadu,Erode,,,,,
3394,"Bharathiar University, Coimbatore (Id: U-0447)",Vellalar College for Women ,Affiliated College,Tamil Nadu,Erode,,,,,
3395,"Bharathiar University, Coimbatore (Id: U-0447)",Vidyasagar College of Arts and Science,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3396,"Bharathiar University, Coimbatore (Id: U-0447)",VLB Janaki Ammal College of Arts and Science ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3397,"Bharathiar University, Coimbatore (Id: U-0447)",V.N.Krishnasamy Naidu College of Arts and Science for Women ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3398,"Bharathiar University, Coimbatore (Id: U-0447)",Wisdom School of Management,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3399,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Aadhavan Arts and Science College, Alathur Village, Chettiyappatty Panchayat, Manapparai (Tk)," Tiruchirappalli - 621 306. (Id: C-35799)""",Affiliated College,Tamil Nadu,Tiruchirappalli,
3400,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",A.A. Government Arts College, Musiri - 621 201. (Id: C-35789),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3401,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",ABI & ABI College, Vayalur, Thanjavur - 613 003 (Id: C-35891),Affiliated College,Tamil Nadu,Thanjavur,,,
3402,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Adaikala Matha College, Arun Nagar, Vam, Thanjavur - 613 403. (Id: C-35777),Affiliated College,Tamil Nadu,Thanjavur,,
3403,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",A.D.M. College for Women, Nagapattinam - 611 001. (Id: C-35805),Affiliated College,Tamil Nadu,Nagapattinam,,,,
3404,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Aiman College of Arts & Science for Women, K. Sathanur ," Tiruchirappalli - 620 021. (Id: C-35778)""",Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3405,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Annai College of Arts & Science, Kumbakonam-612 503. (Id: C-35839),Affiliated College,Tamil Nadu,Thanjavur,,,,
3406,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Annai Vailankanni College of Arts and Science, V.O.C. Nagar, Thanjavur - 613 007. (Id: C-35829),Affiliated College,Tamil Nadu,Thanjavur,,,
3407,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Annai Women's College, Aurobindo Nagar, TNPL Road, Punnamchathiram, Karur 639 136. (Id: C-35900),Affiliated College,Tamil Nadu,Karur,
3408,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",A.R.C. Viswanathan College, Mayiladuthurai, Nagapattinam - 609 003. (Id: C-35894),Affiliated College,Tamil Nadu,Nagapattinam,,,
3409,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Arputha College of Arts & Science, Arputha Nagar, Vamban - 622 303. (Id: C-35852),Affiliated College,Tamil Nadu,Pudukkottai,,,
3410,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Arungarai Amman College of Arts & Science, Chinnatharapuram, Aravakkurichi, Karur - 639 202. (Id: C-35780),Affiliated College,Tamil Nadu,Karur,,
3411,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Auxilium College of Arts and Science for Women,Regunathapuram Village,Alangudi Taluk,Pudukkottai District - 622 302. (Id: C-35807),Affiliated College,Tamil Nadu,Pudukkottai,,
3412,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",A.V.C. College, Mannampandal, Mayiladuthurai - 609 305. (Id: C-35865),Affiliated College,Tamil Nadu,Nagapattinam,,,
3413,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",A.V.V.M. Sri Pushpam College, Poondi - 613 503. (Id: C-35899),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3414,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Best Arts and Science College,46, Kaivilancherry Road, Thenpathi, Sirkali Taluk, Nagapattinam District-609 111. (Id: C-35811),Affiliated College,Tamil Nadu,Nagapattinam
3415,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharath College of Science & Management, South Garden, Thanjavur - 613 007. (Id: C-35896),Affiliated College,Tamil Nadu,Thanjavur,,,
3416,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University College, Orathanadu - 614 625 (Id: C-35816),Constituent / University College,Tamil Nadu,Thanjavur,,,,
3417,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Constituent Arts & Science College (Co-education), Inamkulathur, Tiruchirappalli (Id: C-35898),Constituent / University College,Tamil Nadu,Tiruchirappalli,,,
3418,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Constituent Arts & Science College (Co-education), Kaadambadi (Id: C-35785),Constituent / University College,Tamil Nadu,Nagapattinam,,,,
3419,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Constituent College, Lalgudi - 621 601 (Id: C-35806),Constituent / University College,Tamil Nadu,Tiruchirappalli,,,,
3420,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University, Kurumbalur - 621 107 (Id: C-35876),Constituent / University College,Tamil Nadu,Perambalur,,,,
3421,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Model College, Aranthangi - 614 616 (Id: C-35855),Constituent / University College,Tamil Nadu,Pudukkottai,,,,
3422,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Model College, Thiruthuraipoondi - 614 713 (Id: C-35817),Constituent / University College,Tamil Nadu,Thiruvarur,,,,
3423,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharathidasan University Model College, Vedaranyam - 614 810 (Id: C-35779),Constituent / University College,Tamil Nadu,Nagapattinam,,,,
3424,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bharath Institute Of Catering Technology & Hotel Management , Thanjavur - 613 001 (Id: C-35882),Affiliated College,Tamil Nadu,Thanjavur,,,,
3425,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bishop Heber College, Tiruchirappalli - 620 017. (Id: C-35825),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3426,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Bon Secours College for Women, Vilar Bye pass Road, Thanjavur - 613 006. (Id: C-35782),Affiliated College,Tamil Nadu,Thanjavur,,,
3427,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Cambridge College of Arts and Science, Vettamangalam, Karur District-639 117. (Id: C-35820),Affiliated College,Tamil Nadu,Karur,,,
3428,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Cauvery College for Women, Annamalai Nagar, Tiruchirappalli - 620 018. (Id: C-35783),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3429,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Cauvery Institute of Technology,758, South Iyyampatty, Mullur, Pudukkottai - 622 004 (Id: C-35887),Affiliated College,Tamil Nadu,Pudukkottai,
3430,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Chettinad College of Arts & Science, Contonment, Tiruchirappalli - 620 001. (Id: C-35857),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3431,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Chidambaram Pillai College for Women, Manachanallur, Tiruchirappalli - 621 005. (Id: C-35838),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3432,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Christhu Raj College, Panjapur, Edamalaipatti Pudur, Tiruchirappalli - 620 012. (Id: C-35784),Affiliated College,Tamil Nadu,Tiruchirappalli,,
3433,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Deen College of Arts and Science, Nidur-Kaduvangudi, Aruvappadi Village, Mayiladuthurai, Nagapattinam (Dt.) - 609 203 (Id: C-35790),Affiliated College,Tamil Nadu,Nagapattinam,
3434,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",D.G. Government Arts College for Women, Mayiladuthurai - 609 001. (Id: C-35798),Affiliated College,Tamil Nadu,Nagapattinam,,,,
3435,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Dhanalakshmi Srinivasan College of Arts & Science for Women, Perambalur - 621 212. (Id: C-35868),Affiliated College,Tamil Nadu,Perambalur,,,,
3436,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Dharmambal Ramasamy Arts & Science College, Orathanadu T.k.Thanjavur - 614 625. (Id: C-35866),Affiliated College,Tamil Nadu,Thanjavur,,,,
3437,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Dharmapuram Adhinam Arts College, Dharmapuram, Mayiladuthurai - 609 001. (Id: C-35854),Affiliated College,Tamil Nadu,Nagapattinam,,,
3438,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Dr. Nallikuppusamy Arts College, Manakkarambai, Thanjavur - 613 003. (Id: C-35853),Affiliated College,Tamil Nadu,Thanjavur,,,
3439,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Edayathangudi G.S. Pillai Arts & Science College, Nagapattinam - 611 001. (Id: C-35847),Affiliated College,Tamil Nadu,Nagapattinam,,,,
3440,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Elizabeth College of Arts & Science, Annamangalam (Po), Vepanthattai (Tk.) Perambalur - 620 102. (Id: C-35786),Affiliated College,Tamil Nadu,Perambalur,,,
3441,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Enathi Rajappa College of Arts & Science, Enathi Post, Pattukkottai - 614 615. (Id: C-35771),Affiliated College,Tamil Nadu,Thanjavur,,,
3442,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Ganesar Senthamil College of Arts and Science, Melaisivapuri - 622 403. (Id: C-35775),Affiliated College,Tamil Nadu,Pudukkottai,,,,
3443,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College, Aiyar Malai, Kulithalai, Karur - 639 120 (Id: C-35851),Affiliated College,Tamil Nadu,Karur,,
3444,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College, Ariyalur - 621 713. (Id: C-35815),Affiliated College,Tamil Nadu,Ariyalur,,,,
3445,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College for Women, Pudukkottai - 622 001. (Id: C-35800),Affiliated College,Tamil Nadu,Pudukkottai,,,,
3446,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College, Karur - 639 005. (Id: C-35892),Affiliated College,Tamil Nadu,Karur,,,,
3447,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College, Kumbakonam - 612 001. (Id: C-35848),Affiliated College,Tamil Nadu,Thanjavur,,,,
3448,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government Arts College, Tiruchirappalli - 620 022. (Id: C-35773),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3449,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government College for Women, Kumbakonam - 612 001. (Id: C-35795),Affiliated College,Tamil Nadu,Thanjavur,,,,
3450,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government College of Fine Arts, Kumbakonam - 612 001. (Id: C-35841),Affiliated College,Tamil Nadu,Thanjavur,,,,
3451,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Government College of Music, Thiruvaiyaru - 613 204. (Id: C-35769),Affiliated College,Tamil Nadu,Thanjavur,,,,
3452,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",H.H. The Rajah's College, Pudukkottai - 622 001. (Id: C-35871),Affiliated College,Tamil Nadu,Pudukkottai,,,,
3453,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Holy Cross College, Tiruchirappalli - 620 002. (Id: C-35787),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3454,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Idhaya College of Women, Sakkottai, Kumbakonam 612 001. (Id: C-35802),Affiliated College,Tamil Nadu,Thanjavur,,,
3455,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Imayam College of Arts & Science, Thuraiyur- 621 206. (Id: C-35834),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3456,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Islahiya Arabic College, Anbu Nagar, Airport, Tiruchirappalli - 620 007. (Id: C-35808),Affiliated College,Tamil Nadu,Tiruchirappalli,,
3457,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Jairams Arts & Science College, NH7, Karur-Madurai By-Pass Road, Aattamparappu, Kakavadi (P.O), Karur - 639 003. (Id: C-35888),Affiliated College,Tamil Nadu,Karur
3458,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Jamal Mohamed College, Tiruchirappalli - 620 020. (Id: C-35832),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3459,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",J.J. College of Arts & Science, Namanasamuthiram, Pudukkottai - 622 404. (Id: C-35842),Affiliated College,Tamil Nadu,Pudukkottai,,,
3460,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kachiyappa Munivar Tamizhiyal Kalloori, Umaiyalpuram Village, Sevanthilingapuram (P.O), Musiri (Tk), Tiruchirappalli (Dt.) - 621 211 (Id: C-35804),Affiliated College,Tamil Nadu,Tiruchirappalli,
3461,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kalai Kaviri College of Fine Arts, 18 Benwells Road, Tiruchirappalli - 620 001 (Id: C-35869),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3462,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kalaimahal College of Arts and Science, Sembanarkoil, Tharangambadi Taluk, Naagappatinam - 609 309. (Id: C-35801),Affiliated College,Tamil Nadu,Nagapattinam,,
3463,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Khadir Mohideen College, Adirampattinam - 614 701. (Id: C-35867),Affiliated College,Tamil Nadu,Thanjavur,,,,
3464,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kongu College of Arts & Science, Deeran Chinnamalai Nagar, Karur - 639 006. (Id: C-35794),Affiliated College,Tamil Nadu,Karur,,,
3465,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kundavai Naachiyaar Government College for Women, Thanjavur - 613 007. (Id: C-35814),Affiliated College,Tamil Nadu,Thanjavur,,,,
3466,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Kurinji College of Arts & Science, Green Ways Road, Tiruchirappalli - 620 002. (Id: C-35774),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3467,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Mahatma Arts and Science College, Ariyur Village, Iluppur Taluk, Pudukkottai District-622 101. (Id: C-35886),Affiliated College,Tamil Nadu,Pudukkottai,,
3468,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Maruthu Pandiyar College, Vallam (P.O.), Thanjavur - 613 403. (Id: C-35881),Affiliated College,Tamil Nadu,Thanjavur,,,
3469,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",MASS College of Arts and Science, Kumbakonam. (Id: C-35884),Affiliated College,Tamil Nadu,Thanjavur,,,,
3470,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Meenakshi Chandrasekaran College of Arts & Science, Pattukkottai - 614 601. (Id: C-35781),Affiliated College,Tamil Nadu,Thanjavur,,,,
3471,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Meenakshi Ramasamy Arts and Science College, Udaiyarpalayam, Ariyalur - 621 804. (Id: C-35823),Affiliated College,Tamil Nadu,Ariyalur,,,
3472,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",M.I.E.T. Arts College, Gundur, Tiruchirappalli - 620 007. (Id: C-35792),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3473,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Modern Arts and Science College, 35A, Sannathi Street, Jayankondam, - 621 802. (Id: C-35856),Affiliated College,Tamil Nadu,Ariyalur,
3474,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Mother Gnanamma Women's College of Arts and Science, Varadarajanpet, Jeyankondam Taluk, Ariyalur District (Id: C-35880),Affiliated College,Tamil Nadu,Ariyalur,,
3475,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Mother Terasa College of Arts and Science, Mettusalai, Veerapatti Village, Illupur Post, Pudukkottai - 622 102. (Id: C-35879),Affiliated College,Tamil Nadu,Pudukkottai,
3476,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",M.R. Government Arts College, Mannargudi - 614 001. (Id: C-35849),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3477,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Naina Mohamed College of Arts & Science, Rajendrapuram, Pudukkottai - 614 624. (Id: C-35858),Affiliated College,Tamil Nadu,Pudukkottai,,,
3478,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",National Arts and Science College, Trichy Road, Jayankondam, Ariyalur Dt. 621 802. (Id: C-35844),Affiliated College,Tamil Nadu,Ariyalur,,
3479,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",National College, Tiruchirappalli - 620 001. (Id: C-35878),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3480,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Navalar Na. Mu. Venkatasamy Nattar Thiruvarul Kalloori, Thanjavur - 613 003 (Id: C-35818),Affiliated College,Tamil Nadu,Thanjavur,,,,
3481,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Nehru Memorial College, Puthanampatti - 621 007. (Id: C-35863),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3482,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Nethaji Subash Chandra Bose College, Thiruvarur- 614 001. (Id: C-35875),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3483,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Paventhar Bharathidasan College of Arts & Science, Pudukkottai - 622 515. (Id: C-35827),Affiliated College,Tamil Nadu,Pudukkottai,,,,
3484,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Periyar E.V.R. College, Tiruchirappalli - 620 023. (Id: C-35809),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3485,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Poompuhar College, Melaiyur - 609 107. (Id: C-35883),Affiliated College,Tamil Nadu,Nagapattinam,,,,
3486,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Rabiammal Ahamed Maideen College for Women, Thiruvarur - 610 002. (Id: C-35885),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3487,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Rajagiri Dawood Batcha College of Arts & Science, Papanasam, Thanjavur - 614 207. (Id: C-35897),Affiliated College,Tamil Nadu,Thanjavur,,,
3488,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Rajah's College, Thiruvaiyaru - 613 204. (Id: C-35864),Affiliated College,Tamil Nadu,Thanjavur,,,,
3489,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Rajah Serfoji Government College, Thanjavur - 613 005. (Id: C-35846),Affiliated College,Tamil Nadu,Thanjavur,,,,
3490,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sadasivam Kathirkamavalli College of Arts and Science, Melavasal, Mannargudi, Thiruvarur District. (Id: C-35843),Affiliated College,Tamil Nadu,Thiruvarur,,
3491,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sami Arul Arts & Science College, Sami Arul Nagar, Vallam, Thanjavur - 613 007. (Id: C-35840),Affiliated College,Tamil Nadu,Thanjavur,,
3492,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Seethalakshmi Ramaswami College, Tiruchirappalli - 620 002. (Id: C-35889),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3493,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sengamala Thayaar Educational Trust Women's College, Mannargudi - 614 001. (Id: C-35824),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3494,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Servite Arts and Science College for Women, Thogaimalai Panchayat, Kaladai Village, Karur Dist. - 621 313 (Id: C-35893),Affiliated College,Tamil Nadu,Karur,,
3495,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Shrimati Indira Gandhi College, Tiruchirappalli - 620 002. (Id: C-35828),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3496,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sir Issac Newton Arts & Science College, Pappakoil Village, Anthanapettai (Po), Nagapttinam Dt. - 611 001 (Id: C-35833),Affiliated College,Tamil Nadu,Nagapattinam,,
3497,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",S.K. Arts and Science College, Thamaraipulam, Vedaranyam, 614 809. (Id: C-35836),Affiliated College,Tamil Nadu,Nagapattinam,,
3498,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",S.K.S.S. Arts College, Thiruppanandal - 612 504. (Id: C-35813),Affiliated College,Tamil Nadu,Thanjavur,,,,
3499,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Bharathi Arts and Science College (W), Pudukkottai 622 303. (Id: C-35788),Affiliated College,Tamil Nadu,Pudukkottai,,,,
3500,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Srimad Andavan Arts & Science College, Thiruvanaikoil, Tiruchirappalli - 620 005. (Id: C-35810),Affiliated College,Tamil Nadu,Tiruchirappalli,,,
3501,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Srinivasan College of Arts and Science, Perambalur - 621 212. (Id: C-35872),Affiliated College,Tamil Nadu,Perambalur,,,,
3502,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Pushpam Institute of Vocational Education and Training, 13 V.O.C. Nagar, First Street, Thanjavur - 613 007 (Id: C-35819),Affiliated College,Tamil Nadu,Thanjavur,,
3503,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Renganatha Paduka Vidyalaya, Tiruchirappalli - 620 006 (Id: C-35797),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3504,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Sankara Arts and Science College, Neelathanallur Road, Asur, Kumbakonam, 612 501 (Id: C-35831),Affiliated College,Tamil Nadu,Thanjavur,
3505,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Sankara School of Management & Computer Science, Tiruchirappalli - 620 009 (Id: C-35874),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3506,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Sarada Niketan College of Science for Women, Karur - 639 005. (Id: C-35837),Affiliated College,Tamil Nadu,Karur,,,,
3507,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Saradha College for Women, Perambalur - 621 212. (Id: C-35767),Affiliated College,Tamil Nadu,Perambalur,,,,
3508,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Suba Bharathi Arts and Science College (Co-Educational), Alangudi, Pudukkottai Dt. - 622 301. (Id: C-35835),Affiliated College,Tamil Nadu,Pudukkottai,,,
3509,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sri Venkateshwara College of Arts & Science, Peravurani - 614 804. (Id: C-35859),Affiliated College,Tamil Nadu,Thanjavur,,,,
3510,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",St. Joseph's College, Tiruchirappalli - 620 002. (Id: C-35860),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
3511,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Subashkathi Arts and Science College for Women, Kulithalai - 639 120. (Id: C-35850),Affiliated College,Tamil Nadu,Karur,,,,
3512,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sudharsan College of Arts Science, Perumanadu Village, Iluppur Taluk,"Pudukkottai - 622 104. (Id: C-35796)""",Affiliated College,Tamil Nadu,Pudukkottai,,
3513,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Sulthana Abdullah Rowther College for Women, Thiruvarur - 614 101. (Id: C-35812),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3514,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Swami Dayananda College of Arts & Science, Tiruvarur - 612 610. (Id: C-35776),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3515,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Tamilavel Umamaheswaranar Karanthai Arts College, Thanjavur - 613 002. (Id: C-35845),Affiliated College,Tamil Nadu,Thanjavur,,,,
3516,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",T.B.M.L. College, Porayar - 609 307. (Id: C-35877),Affiliated College,Tamil Nadu,Nagapattinam,,,,
3517,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Thanthai Hans Roever College, Perambalur - 621 212. (Id: C-35768),Affiliated College,Tamil Nadu,Perambalur,,,,
3518,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Thiru. Vi. Ka. Government Arts College, Thiruvarur - 610 003. (Id: C-35822),Affiliated College,Tamil Nadu,Thiruvarur,,,,
3519,"Bharathidasan University, Tiruchirappalli (Id: U-0448)",Urumu Dhanalakshmi College, Tiruchirappalli - 620 019. (Id: C-35895),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,
